Brand,Model,Year,category_group,cluster,PC1,PC2
triumph,speed triple rs,2020,Standard / Naked,7,2.3463659781384747,2.4546894023706494
triumph,speed triple rx,2016,Standard / Naked,7,1.4640425157803283,2.475879738219721
triumph,speed triple s,2016,Standard / Naked,7,2.224976376974518,2.1879473079501905
triumph,speed triple s,2017,Standard / Naked,7,2.1201084785729654,2.2068852449224003
triumph,speed triple s,2018,Standard / Naked,7,2.288056095533204,2.431100810263055
triumph,speed triple s,2019,Standard / Naked,7,2.340490044733981,2.4216318417769505
triumph,speed triple s,2020,Standard / Naked,7,2.2894076215605557,2.4304560532904995
triumph,speed triple se,2011,Standard / Naked,7,1.9424372026989989,1.93418302045679
triumph,speed twin,2019,Standard / Naked,3,0.6277869403772128,0.8093898666053684
triumph,speed twin,2020,Standard / Naked,3,0.41805114357410683,0.8472657405497878
triumph,speed twin,2021,Standard / Naked,3,0.4704850927748833,0.8377967720636829
triumph,speedmaster,2003,Standard / Naked,1,0.29456897928583314,-1.1311940516228647
triumph,speedmaster,2004,Standard / Naked,1,0.4832255255246596,-1.1956275201848015
triumph,speedmaster,2006,Cruiser,1,-0.12619997270848116,-1.1477358731075091
triumph,speedmaster,2007,Cruiser,1,0.0333728040253164,-1.1748548531846532
triumph,speedmaster,2008,Cruiser,1,-0.19164800883043284,-1.1586933702677888
triumph,speedmaster,2009,Cruiser,1,0.6738906692695625,-1.6963615066827693
triumph,speedmaster,2010,Cruiser,1,0.726324618470339,-1.705830475168874
triumph,speedmaster,2015,Cruiser,1,0.573217317332773,-1.859842821335328
triumph,speedmaster,2016,Cruiser,1,0.36348152052966703,-1.8219669473909086
triumph,sprint rs,2000,Standard / Naked,6,2.3564720606847893,0.7368080800427571
triumph,sprint rs,2001,Sport,6,2.369762667190648,0.3576280931943212
triumph,sprint rs,2002,Sport,6,2.648425534150041,0.6739144927055691
triumph,sprint rs,2003,Sport,6,2.5959915849492647,0.683383461191674
triumph,sprint st,2000,Sport,6,2.677904237406348,-0.2748630923809016
triumph,sprint st,2001,Sport,6,2.741665034468448,-0.3421170690909188
triumph,sprint st,2002,Sport,6,2.713758453759795,-0.029868726632595932
triumph,sprint st,2003,Sport,6,2.915889498417824,0.014159117908120617
triumph,sprint st,2004,Sport,6,2.8223484478775944,-0.024687953343582092
triumph,sprint st,2005,Sport,7,2.2497176284609357,0.6665298082801661
triumph,sprint st,2006,Sport,6,2.86537866188507,-0.05284832977208956
triumph,sprint st,2007,Sport,6,2.6690735602856135,0.006700279372780532
triumph,sprint st,2008,Sport,6,2.7215075094863903,-0.0027686891133243126
triumph,sprint st,2009,Touring,6,3.196901541221284,-0.5253673330943724
triumph,sprint st,2010,Sport,6,2.8088073846814505,0.00958408493857038
triumph,sprint st,2011,Sport,6,2.801541922952765,0.03572068010164943
triumph,sprint st abs,2006,Sport,6,2.87470430072303,-0.08351361842338459
triumph,street cup,2017,Standard / Naked,2,-1.193174752462961,-0.040993796709183
triumph,street cup,2018,Standard / Naked,3,-0.9310050064590786,-0.08833863913970717
triumph,street cup,2019,Standard / Naked,3,-0.9310050064590786,-0.08833863913970717
triumph,street scrambler,2017,Standard / Naked,1,-0.40767009231315765,-0.8772183551477502
triumph,street scrambler,2018,Standard / Naked,1,-0.46010404151393414,-0.86774938666164525
triumph,street scrambler,2019,Standard / Naked,3,-0.8934633808231963,0.086485801135212
triumph,street scrambler,2020,Standard / Naked,3,-0.7094900203117008,0.3190251493932917
triumph,street scrambler,2021,Standard / Naked,3,-0.6905596820374441,0.34167282702165674
triumph,street triple,2009,Standard / Naked,7,1.5846555304333605,2.3313693277245986
triumph,street triple,2010,Standard / Naked,7,1.5846555304333605,2.3313693277245986
triumph,street triple,2016,Standard / Naked,7,1.3375286043770336,2.4015666190098157
triumph,street triple 675,2008,Standard / Naked,7,1.7861191243432188,2.3879275995074454
triumph,street triple abs,2015,Standard / Naked,7,1.6064559805176721,2.350997991716513
triumph,street triple r,2009,Standard / Naked,7,1.6932455245511602,2.3365501010136125
triumph,street triple r,2010,Standard / Naked,7,1.7177802412139906,2.36820959168938
triumph,street triple r,2016,Standard / Naked,7,1.457284885643572,2.479103523082499
triumph,street triple r,2017,Standard / Naked,7,1.5019401541217814,2.5695901372569465
triumph,street triple r,2018,Standard / Naked,7,1.7168215468177146,2.463629448271473
triumph,street triple r,2019,Standard / Naked,7,1.8852896815687834,2.507578673596829
triumph,street triple r,2022,Standard / Naked,7,1.6748311216981,2.5221635639080873
triumph,street triple r abs,2015,Standard / Naked,7,1.3375286043770336,2.4015666190098157
triumph,street triple r lrh,2020,Standard / Naked,7,1.6755538847656775,2.5454545475412482
triumph,street triple rs,2017,Standard / Naked,7,1.9871986817970895,2.649846974241584
triumph,street triple rs,2018,Standard / Naked,7,1.934764732596313,2.659315942727689
triumph,street triple rs,2019,Standard / Naked,7,1.8410631213434991,2.7506100104835696
triumph,street triple rs,2020,Standard / Naked,7,1.805445313641222,2.7560152892158736
triumph,street triple rs,2021,Standard / Naked,7,1.7581569603332732,2.6973994426609247
triumph,street triple rs,2022,Standard / Naked,7,1.8105909095340498,2.68793047417482
triumph,street triple rx,2015,Standard / Naked,7,1.599698350380916,2.3542217765792914
triumph,street triple s,2017,Standard / Naked,7,1.664690683059569,2.3743640894605464
triumph,street triple s,2018,Standard / Naked,7,1.5125344313500668,2.3346861798778074
triumph,street triple s,2019,Standard / Naked,7,1.5333387117841448,2.341690174519609
triumph,street triple s,2020,Standard / Naked,3,-0.5743435220433374,0.40439704723381725
triumph,street triple s a2 licence,2020,Standard / Naked,3,-1.0989043509421825,0.3048072581878782
triumph,street twin,2016,Standard / Naked,3,-0.9351338378986241,-0.07449153596659196
triumph,street twin,2017,Standard / Naked,3,-0.9348442176230815,-0.06812553822387983
triumph,street twin,2018,Standard / Naked,3,-0.9872781668238579,-0.05865656973777504
triumph,street twin,2019,Standard / Naked,3,-0.6111819361866009,0.20962808918436973
triumph,t100,2002,Standard / Naked,1,0.007536478339897551,-0.7746627697389892
triumph,t100,2003,Standard / Naked,1,0.13420591980320462,-0.7663703399480739
triumph,thruxton,2007,Standard / Naked,1,0.3174783864206686,-0.6050936973559959
triumph,thruxton,2008,Standard / Naked,1,0.031635001829357044,-0.57328292596763
triumph,thruxton,2009,Standard / Naked,1,0.22356224453238757,-0.6244521580112238
triumph,thruxton,2010,Standard / Naked,1,-0.0035497263115759833,-0.4169632531163092
triumph,thruxton,2015,Standard / Naked,1,0.26849939575948006,-0.5337069009240694
triumph,thruxton,2016,Standard / Naked,1,0.26849939575948006,-0.5337069009240694
triumph,thruxton 1200,2016,Standard / Naked,1,1.0808501889300264,-0.20041197846163844
triumph,thruxton 1200,2017,Standard / Naked,1,1.0808501889300264,-0.20041197846163844
triumph,thruxton 1200,2018,Standard / Naked,1,0.9797043862447198,-0.15735533122820566
triumph,thruxton 1200,2019,Standard / Naked,1,0.9797043862447198,-0.15735533122820566
triumph,thruxton 1200,2020,Standard / Naked,1,0.9797043862447198,-0.15735533122820566
triumph,thruxton 1200 r,2016,Standard / Naked,3,0.603035945578895,0.7913759811996649
triumph,thruxton 1200 r,2017,Standard / Naked,1,1.1894401830478256,-0.19523120517262502
triumph,thruxton 1200 r,2018,Standard / Naked,3,0.5506019963781184,0.8008449496857697
triumph,thruxton 1200 r,2019,Standard / Naked,3,0.5506019963781184,0.8008449496857697
triumph,thruxton 1200 r,2020,Standard / Naked,1,0.9797043862447198,-0.15735533122820566
triumph,thruxton 1200rs,2020,Standard / Naked,3,1.1892936684927171,1.0767614816859503
triumph,thruxton 900,2004,Standard / Naked,1,0.35797148529488093,-0.6320219838401836
triumph,thruxton 900,2005,Standard / Naked,1,0.15755618821560244,-0.5783001824245776
triumph,thruxton 900,2006,Standard / Naked,1,0.11701040739506637,-0.5589574732479093
triumph,thruxton ace,2015,Standard / Naked,1,0.058763598956374084,-0.49583102697965004
triumph,thruxton rs,2021,Standard / Naked,3,1.2053475196637111,1.153837516238669
triumph,thruxton rs,2022,Standard / Naked,3,1.1856023602443597,1.1322994562650672
triumph,thruxton rs ton up,2022,Standard / Naked,3,1.1856023602443597,1.1322994562650672
triumph,thruxton tfc,2020,Standard / Naked,3,1.332529100629166,1.2987528335741534
triumph,thunderbird,2000,Standard / Naked,1,0.2155290057112326,-0.7242093272869232
triumph,thunderbird,2001,Standard / Naked,1,0.2808363754778951,-0.8117143958891183
triumph,thunderbird,2002,Standard / Naked,1,0.022637678884568076,-0.7589253519080008
triumph,thunderbird,2003,Standard / Naked,1,0.04323531766832626,-0.7340029767550728
triumph,thunderbird,2015,Cruiser,4,2.055772410589773,-2.6634491039853505
triumph,thunderbird,2016,Cruiser,4,1.8460366137866666,-2.625573230040931
triumph,thunderbird,2018,Cruiser,4,1.829995127316654,-2.6418524293417582
triumph,thunderbird commander,2016,Cruiser,4,2.233100811828657,-2.6562194315055243
triumph,thunderbird commander,2018,Cruiser,4,2.0233650150255507,-2.6183435575611047
triumph,thunderbird commander,2019,Cruiser,4,2.0233650150255507,-2.6183435575611047
triumph,thunderbird commander abs,2015,Cruiser,4,2.086192559680855,-2.6271222701488135
triumph,thunderbird lt,2016,Touring,4,2.8513829905266515,-3.6507112681656833
triumph,thunderbird lt,2017,Touring,4,2.8513829905266515,-3.6507112681656833
triumph,thunderbird lt,2018,Touring,4,2.788555445871348,-3.641932555577975
triumph,thunderbird lt,2019,Touring,4,2.736121496670571,-3.63246358709187
triumph,thunderbird lt abs,2015,Touring,4,2.7465150921250987,-3.631773331193474
triumph,thunderbird nightstorm,2015,Cruiser,4,2.2075821446254653,-2.520188535782139
triumph,thunderbird nightstorm,2016,Cruiser,4,2.0502802970231357,-2.4917816303238247
triumph,thunderbird sport,2000,Standard / Naked,1,0.7974210953658455,-0.34147476042253605
triumph,thunderbird sport,2003,Standard / Naked,1,0.849855044566622,-0.3509437289086409
triumph,thunderbird sport,2004,Standard / Naked,1,0.8293720838851838,-0.3757592882864892
triumph,thunderbird storm,2016,Cruiser,4,2.102714246223912,-2.5012505988099294
triumph,thunderbird storm,2017,Cruiser,4,2.102714246223912,-2.5012505988099294
triumph,thunderbird storm,2018,Cruiser,4,2.102714246223912,-2.5012505988099294
triumph,thunderbird storm,2019,Cruiser,4,2.102714246223912,-2.5012505988099294
triumph,thunderbird storm abs,2015,Cruiser,4,2.2600160938262417,-2.529657504268244
triumph,tiger,2000,Adventure / Dual Sport,6,1.9848553833851381,-0.8738345918732789
triumph,tiger,2002,Adventure / Dual Sport,6,2.867629227966019,-0.3837041786290466
triumph,tiger,2003,Adventure / Dual Sport,6,2.768172533235634,-0.437319615193052
triumph,tiger,2004,Adventure / Dual Sport,6,2.90517479430181,-0.48964798816004484
triumph,tiger,2005,Adventure / Dual Sport,6,2.6216656846379953,0.2891387833121883
triumph,tiger,2006,Sport,6,3.072106552970712,0.13361381472441644
triumph,tiger,2007,Sport,7,1.018597851537952,1.6722000085621538
triumph,tiger,2008,Standard / Naked,6,2.0146366385845123,0.9407049419735439
triumph,tiger,2009,Sport,6,2.206466628456508,0.5738539852273298
triumph,tiger,2010,Standard / Naked,6,2.2920058599942412,0.8798635733425039
triumph,tiger 1200 alpine edition,2020,Standard / Naked,6,3.1812021976995735,-0.16693111162035598
triumph,tiger 1200 desert edition,2020,Standard / Naked,6,3.1325894018865514,-0.1932204391377588
triumph,tiger 1200 xca,2018,Standard / Naked,6,2.820055902564036,-0.1541371005213563
triumph,tiger 1200 xca,2019,Standard / Naked,6,3.1287682484987966,-0.15746214313425114
triumph,tiger 1200 xca,2020,Standard / Naked,6,3.1859774793844062,-0.07443061112970281
triumph,tiger 1200 xca,2021,Standard / Naked,6,3.1710890965194207,-0.1709054521745962
triumph,tiger 1200 xcx,2018,Standard / Naked,6,3.1287682484987966,-0.15746214313425114
triumph,tiger 1200 xcx,2019,Standard / Naked,6,3.291961445371024,-0.23935781689629984
triumph,tiger 1200 xcx,2020,Standard / Naked,6,3.1710890965194207,-0.1709054521745962
triumph,tiger 1200 xcx,2021,Standard / Naked,6,3.1710890965194207,-0.1709054521745962
triumph,tiger 1200 xr,2018,Standard / Naked,6,3.1287682484987966,-0.15746214313425114
triumph,tiger 1200 xr,2019,Standard / Naked,6,3.165480238762569,-0.11715355996744006
triumph,tiger 1200 xr,2020,Standard / Naked,6,3.165480238762569,-0.11715355996744006
triumph,tiger 1200 xr,2021,Standard / Naked,6,3.165480238762569,-0.11715355996744006
triumph,tiger 1200 xrt,2018,Standard / Naked,6,3.236039547650362,-0.17573010372093303
triumph,tiger 1200 xrt,2019,Standard / Naked,6,3.1836055984495855,-0.1662611352348282
triumph,tiger 1200 xrt,2020,Standard / Naked,6,3.0248149125607573,-0.1475017138810035
triumph,tiger 1200 xrt,2021,Standard / Naked,6,3.0614788521419256,-0.10723788704344375
triumph,tiger 1200 xrx,2018,Standard / Naked,6,3.139032817309834,-0.17742350701560863
triumph,tiger 1200 xrx,2019,Standard / Naked,6,3.0781907973598077,-0.16592269365260356
triumph,tiger 1200 xrx,2020,Standard / Naked,6,3.1120142679793523,-0.29598521344482537
triumph,tiger 1200 xrx,2021,Standard / Naked,6,3.1337421678709867,-0.3522406171262528
triumph,tiger 1200 xrx explorer,2020,Standard / Naked,6,3.1424863109223,-0.1856047999101693
triumph,tiger 1200 xrx low,2018,Standard / Naked,6,3.095368444724088,-0.4344075417499927
triumph,tiger 1200 xrx low,2019,Standard / Naked,6,3.13002007215474,-0.3763593273874764
triumph,tiger 1200 xrx low,2020,Standard / Naked,6,3.13002007215474,-0.3763593273874764
triumph,tiger 1200 xrx low,2021,Standard / Naked,6,3.1337421678709867,-0.3522406171262528
triumph,tiger 800 abs,2015,Adventure / Dual Sport,6,1.3681035000021116,-0.09318022950023713
triumph,tiger 800 xc,2015,Adventure / Dual Sport,6,1.576057618935812,-0.1032275261104249
triumph,tiger 800 xc,2016,Adventure / Dual Sport,6,1.6265511502897476,-0.16464378219198444
triumph,tiger 800 xca,2016,Adventure / Dual Sport,6,1.6872679912222148,-0.2646914118292779
triumph,tiger 800 xca,2017,Adventure / Dual Sport,6,1.6872679912222148,-0.2646914118292779
triumph,tiger 800 xca,2018,Adventure / Dual Sport,6,1.37804100476727,-0.2520163581904782
triumph,tiger 800 xca,2019,Adventure / Dual Sport,6,1.5869739562486864,-0.29193795406812045
triumph,tiger 800 xca,2020,Adventure / Dual Sport,6,1.7442758038510158,-0.32034485952643493
triumph,tiger 800 xcx,2015,Adventure / Dual Sport,6,1.5236236697350354,-0.09375855762432012
triumph,tiger 800 xcx,2016,Adventure / Dual Sport,6,1.6286689682666196,-0.19215926517439108
triumph,tiger 800 xcx,2017,Adventure / Dual Sport,6,1.6811029174673962,-0.20162823366049598
triumph,tiger 800 xcx,2018,Adventure / Dual Sport,6,1.5320237907347616,-0.25402666709535116
triumph,tiger 800 xcx,2019,Adventure / Dual Sport,6,1.5836548946138485,-0.26554135751467894
triumph,tiger 800 xcx,2020,Adventure / Dual Sport,6,1.5241013631539064,-0.6514407216942537
triumph,tiger 800 xcx low,2016,Adventure / Dual Sport,6,1.5390140619033794,-0.4238773993005206
triumph,tiger 800 xcx low,2017,Adventure / Dual Sport,6,1.5390140619033794,-0.4238773993005206
triumph,tiger 800 xr,2015,Adventure / Dual Sport,6,1.5500029489220872,-0.27205849793898906
triumph,tiger 800 xr,2016,Adventure / Dual Sport,6,1.4441419563530564,-0.2343868330129958
triumph,tiger 800 xr,2017,Adventure / Dual Sport,6,1.5490098547546094,-0.2533247699852055
triumph,tiger 800 xr,2018,Adventure / Dual Sport,6,1.5563412005362847,-0.3546191069322715
triumph,tiger 800 xr,2019,Adventure / Dual Sport,6,1.660406253616148,-0.3756027658377041
triumph,tiger 800 xr,2020,Adventure / Dual Sport,6,1.5314221032099442,-0.3865915643326495
triumph,tiger 800 xrt,2016,Adventure / Dual Sport,6,1.6024368981228636,-0.28152746642509385
triumph,tiger 800 xrt,2017,Adventure / Dual Sport,6,1.4975689997213106,-0.26258952945288416
triumph,tiger 800 xrt,2018,Adventure / Dual Sport,6,1.5590865948867403,-0.38155004015836047
triumph,tiger 800 xrt,2019,Adventure / Dual Sport,6,1.610717698765827,-0.39306473057768815
triumph,tiger 800 xrt,2020,Adventure / Dual Sport,6,1.5582837495650506,-0.38359576209158336
triumph,tiger 800 xrx,2015,Adventure / Dual Sport,6,1.4451350505205343,-0.2531205609667794
triumph,tiger 800 xrx,2016,Adventure / Dual Sport,6,1.550558514924476,-0.28137038933251557
triumph,tiger 800 xrx,2017,Adventure / Dual Sport,6,1.550558514924476,-0.28137038933251557
triumph,tiger 800 xrx,2018,Adventure / Dual Sport,6,1.6096568916526701,-0.37309615350946657
triumph,tiger 800 xrx,2019,Adventure / Dual Sport,6,1.556420097130204,-0.36567290695658466
triumph,tiger 800 xrx,2020,Adventure / Dual Sport,6,1.556420097130204,-0.36567290695658466
triumph,tiger 800 xrx low,2016,Adventure / Dual Sport,6,1.5133375577620123,-0.5225574919447494
triumph,tiger 800 xrx low,2017,Adventure / Dual Sport,6,1.5133375577620123,-0.5225574919447494
triumph,tiger 800 xrx low,2018,Adventure / Dual Sport,6,1.4675680360886534,-0.5953453191494907
triumph,tiger 800 xrx low,2019,Adventure / Dual Sport,6,1.3610155504498016,-0.5694450260194137
triumph,tiger 800 xrx low,2020,Adventure / Dual Sport,6,1.5183173980521312,-0.5978519314777283
triumph,tiger 850 sport,2021,Sport,6,1.0057928221600547,-0.13461206697693373
triumph,tiger 850 sport,2022,Sport,6,1.0582267713608313,-0.14408103546303858
triumph,tiger 900,1998,Adventure / Dual Sport,6,1.8755944387998573,-0.9060835246188466
triumph,tiger 900 bond edition,2022,Adventure / Dual Sport,6,1.6350811135488519,-0.4201520768790796
triumph,tiger 900 gt,2020,Adventure / Dual Sport,6,1.5979562808134409,-0.5314817324540255
triumph,tiger 900 gt,2021,Adventure / Dual Sport,6,1.599341107983102,-0.5498505846084542
triumph,tiger 900 gt,2022,Adventure / Dual Sport,6,1.599341107983102,-0.5498505846084542
triumph,tiger 900 gt low,2020,Adventure / Dual Sport,6,1.5979562808134409,-0.5314817324540255
triumph,tiger 900 gt pro,2020,Adventure / Dual Sport,6,1.550108530857357,-0.5767172012504511
triumph,tiger 900 gt pro,2021,Adventure / Dual Sport,6,1.6025424800581336,-0.586186169736556
triumph,tiger 900 rally,2020,Adventure / Dual Sport,6,1.6306480752223096,-0.3751343471938616
triumph,tiger 900 rally,2021,Adventure / Dual Sport,6,1.6306480752223096,-0.3751343471938616
triumph,tiger 900 rally,2022,Adventure / Dual Sport,6,1.6306480752223096,-0.3751343471938616
triumph,tiger 900 rally pro,2020,Adventure / Dual Sport,6,1.7923829611511812,-0.44855898233739405
triumph,tiger 900 rally pro,2021,Adventure / Dual Sport,6,1.6350811135488519,-0.4201520768790796
triumph,tiger 900 rally pro,2022,Adventure / Dual Sport,6,1.6350811135488519,-0.4201520768790796
triumph,tiger 955i,2001,Adventure / Dual Sport,6,2.8003068959002566,-0.47071005118783515
triumph,tiger explorer,2015,Standard / Naked,6,3.0746920604514156,-0.058209106827398355
triumph,tiger explorer,2016,Standard / Naked,6,3.1271260096521925,-0.0676780753135032
triumph,tiger explorer xc,2016,Standard / Naked,6,3.0795613959412798,-0.12739387138848976
triumph,tiger explorer xc abs,2015,Standard / Naked,6,3.289297192744386,-0.16526974533290914
triumph,tiger explorer xca,2016,Standard / Naked,6,3.156404689453932,-0.29059307868170153
triumph,tiger explorer xca,2017,Standard / Naked,6,3.3137065370562615,-0.318999984140016
triumph,tiger explorer xcx,2016,Standard / Naked,6,3.150177310911847,-0.24724666930090508
triumph,tiger explorer xcx,2017,Standard / Naked,6,3.3599131077149536,-0.2851225432453243
triumph,tiger explorer xcx low,2017,Standard / Naked,6,3.1091443749175416,-0.4805863865021132
triumph,tiger explorer xr,2016,Standard / Naked,6,3.1405216555963325,-0.16777602291111884
triumph,tiger explorer xr,2017,Standard / Naked,6,3.1405216555963325,-0.16777602291111884
triumph,tiger explorer xrt,2016,Standard / Naked,6,3.1513754069478854,-0.255960082500532
triumph,tiger explorer xrt,2017,Standard / Naked,6,3.098941457747109,-0.2464911140144271
triumph,tiger explorer xrx,2016,Standard / Naked,6,3.1424863109223,-0.1856047999101693
triumph,tiger explorer xrx,2017,Standard / Naked,6,3.202611260112624,-0.25671563778700984
triumph,tiger explorer xrx low,2017,Standard / Naked,6,3.1037765154733377,-0.4364393866268929
triumph,tiger sport,2016,Standard / Naked,6,2.938587244917404,0.0013158270343119063
triumph,tiger sport,2020,Standard / Naked,6,2.77941129332325,-0.015594800690673578
triumph,trident 660,2021,Standard / Naked,3,0.02254963171775807,1.440209804222147
triumph,trident 660,2022,Standard / Naked,3,0.07498358091853456,1.430740835736042
triumph,trophy 1200,1997,Touring,6,3.0590739875113955,-1.4768006593202911
triumph,trophy 1200,2001,Touring,6,2.9355443187305883,-1.4785150171527004
triumph,trophy 1200,2002,Touring,6,3.1452801155336947,-1.5163908910971198
triumph,trophy 1200,2003,Touring,6,3.111507936712172,-1.486269627806396
triumph,trophy 900,2000,Touring,6,2.163984804513717,-1.2001679779387968
triumph,trophy 900,2002,Touring,6,2.090562278696133,-1.244179786349742
triumph,trophy se,2016,Touring,6,3.6479152528586245,-1.62232029240186
triumph,trophy se,2017,Touring,6,3.9100849988625073,-1.6696651348323843
triumph,tt 600,2000,Sport,7,1.9098888807951395,2.4419434738633536
triumph,tt 600,2001,Sport,7,1.911521230556356,2.3642590918645348
triumph,tt 600,2002,Sport,7,2.0147567791966927,2.423005536891144
triumph,tt 600,2003,Sport,7,1.9623228299959161,2.432474505377249
tvs,apache rtr 160,2008,Sport,8,-1.951618419773781,0.17164613400903458
tvs,apache rtr 160,2010,Sport,2,-2.2830069600846072,0.3923885215271896
tvs,apache rtr 180 abs,2016,Sport,8,-2.1743537511621973,0.42084718797314496
tvs,apache rtr 200 4v,2016,Sport,8,-1.7164727865819176,1.0423004757084802
tvs,jive,2011,Sport,8,-2.469982194516544,0.07924174420847677
tvs,ntorq 125,2020,Scooter,8,-3.1737254220572786,0.5515070807823548
tvs,scooty pep,2016,Scooter,8,-3.4797924846957757,0.34349491647814256
tvs,scooty pep plus,2022,Scooter,8,-3.485811020199423,0.4547961335394356
tvs,scooty zest 110,2016,Scooter,8,-3.2918156332382082,0.594539709751808
tvs,sport,2011,Sport,8,-2.709416886367493,0.22239940995443722
tvs,star city,2011,Sport,2,-2.6081654981525184,0.17968851484808893
tvs,star city 110,2009,Sport,2,-2.7117430036552848,-0.23260862738736124
um,chill 50,2021,Scooter,8,-3.4619546854136747,0.48051072563721575
um,dsr aventure,2018,Adventure / Dual Sport,5,-1.5516937787717984,-0.43860148189052034
um,dsr aventure,2022,Adventure / Dual Sport,5,-1.5426608715250254,-0.6706300359384821
um,dsr sm,2018,Adventure / Dual Sport,5,-1.4921402473118568,-0.05270211771094583
um,dsr sm,2021,Adventure / Dual Sport,5,-1.8935434774351645,0.1387907031380697
um,dsrx 125,2021,Adventure / Dual Sport,5,-2.16396361865408,-0.7417391643213865
um,dsrx 140,2021,Adventure / Dual Sport,5,-2.1083794298750242,-0.670736401475654
um,dsrx 150,2021,Adventure / Dual Sport,5,-2.1048417791795067,-0.696345975189571
um,dsrx 200,2021,Adventure / Dual Sport,5,-1.8714784836226928,-0.35031538453060634
um,duramax 125,2021,Sport,8,-2.626437309414372,0.1166093279815799
um,renegade classic,2018,Touring,5,-0.9973822832120653,-1.7010409244682703
um,renegade commando,2018,Standard / Naked,8,-2.049325397121902,0.26467919140083557
um,renegade commando,2022,Cruiser,5,-0.8455075300195618,-0.7760945834830237
um,renegade commando 150,2021,Standard / Naked,8,-1.9367505057841254,0.6310725859050977
um,renegade scrambler classic,2018,Standard / Naked,8,-2.236196805325137,1.0511375794882876
um,renegade scrambler s,2018,Standard / Naked,8,-2.24759219159217,1.0798409317905362
um,renegade sport,2018,Sport,8,-2.5977918251643004,0.017491374255894362
um,renegade sport s,2018,Sport,8,-1.835398416474888,-0.08980314541791204
um,renegade vegas,2021,Sport,8,-1.5756982094932281,-0.17116667725011486
um,scrambler sport,2018,Sport,8,-2.5619762229632967,0.1050229259074219
um,xtreet 140 r,2021,Sport,8,-2.1593738839662953,0.39898295460907107
um,xtreet 180r,2021,Sport,8,-1.9840992899229002,0.5197644290950814
um,xtreet rc,2018,Standard / Naked,8,-2.2331444211142113,0.7813459205398562
um,xtreet rc,2021,Standard / Naked,8,-2.511358679521015,0.42690475571027237
ural,air le,2019,Standard / Naked,1,0.6012163817913032,-2.5137731110262695
ural,classic,1994,Other,2,-0.9938396206126677,-2.010494601884429
ural,cross,2011,Standard / Naked,1,0.46577124976554507,-2.5965447931023466
ural,cross,2014,Standard / Naked,1,0.46577124976554507,-2.5965447931023466
ural,cross,2016,Standard / Naked,1,0.5787429111985631,-2.605396738799228
ural,cross twd,2011,Standard / Naked,1,0.46577124976554507,-2.5965447931023466
ural,cross twd,2016,Standard / Naked,1,0.6879180074263279,-2.788758350298132
ural,ct,2015,Standard / Naked,1,0.38415329106034846,-2.6986318069349995
ural,ct,2016,Standard / Naked,1,0.5102743522990952,-2.729109480088503
ural,ct,2017,Standard / Naked,1,0.5102743522990952,-2.729109480088503
ural,ct,2019,Standard / Naked,1,0.5384634825351691,-2.5402052357238714
ural,ct,2020,Standard / Naked,1,0.5384634825351691,-2.5402052357238714
ural,ct,2021,Standard / Naked,1,0.5362302251054213,-2.554676461880606
ural,ct,2022,Standard / Naked,1,0.516654600338157,-2.568871753789718
ural,dark force,2016,Standard / Naked,1,0.5102743522990952,-2.729109480088503
ural,frwl,2021,Standard / Naked,1,0.6059467228870323,-2.516029760430214
ural,gear up,2013,Standard / Naked,1,0.2759456932978432,-2.644061668948472
ural,gear up,2015,Standard / Naked,1,0.5430626331298036,-2.6409353135085643
ural,gear up,2016,Standard / Naked,1,0.5430626331298036,-2.6409353135085643
ural,gear up,2017,Standard / Naked,1,0.22845893792514466,-2.5841215025919353
ural,gear up,2021,Standard / Naked,1,0.5430626331298036,-2.6409353135085643
ural,gear up,2022,Standard / Naked,1,0.47982566164828566,-2.48555208727671
ural,gear up 750,2010,Standard / Naked,1,0.2560004878832809,-2.668485757751078
ural,gear up 750,2011,Standard / Naked,1,0.5181702338871633,-2.7158306001816017
ural,gear up 750,2012,Standard / Naked,1,0.43324754090017265,-2.6724685744067864
ural,gear up outfit,2003,Standard / Naked,1,0.6705387177763343,-1.7445452608549592
ural,geo,2021,Standard / Naked,1,0.6059467228870323,-2.516029760430214
ural,gobi,2013,Standard / Naked,1,0.5381154393017256,-2.691406511378996
ural,lux,1994,Other,1,-0.46950012860490264,-2.105184286745477
ural,m 67,1993,Other,2,-0.6292057158577212,-1.8374502861017166
ural,m70,2015,Standard / Naked,1,0.6129899333601565,-2.847314469394835
ural,m70,2016,Standard / Naked,1,0.7391109945989034,-2.877792142548339
ural,m70,2017,Standard / Naked,1,0.7391109945989034,-2.877792142548339
ural,m70,2019,Standard / Naked,1,0.6486388316869524,-2.821242647499707
ural,m70 anniversary edition,2012,Standard / Naked,1,0.6732354543056644,-2.8924308848175926
ural,m70 retro,2013,Standard / Naked,1,0.6732354543056644,-2.8924308848175926
ural,m70 solo,2012,Standard / Naked,4,0.07094387187131351,-3.987895688312225
ural,patrol,2006,Sport,1,0.5996053040841687,-2.7095951239561056
ural,patrol,2013,Standard / Naked,1,0.40165732771037593,-2.52793482845783
ural,patrol,2015,Standard / Naked,1,0.4943798523592241,-2.5103302658918123
ural,patrol,2016,Standard / Naked,1,0.6205009135979709,-2.540807939045316
ural,patrol,2017,Standard / Naked,1,0.4631990659956414,-2.5124010335870017
ural,patrol 750,2007,Sport,1,0.3898695072810626,-2.671719250011686
